image_id,bbox
arrive2_1.jpg,"[0, 0.029427083333333333, 0.26666666666666666, 0.058854166666666666, 0.5333333333333333]"
arrive2_2.jpg,"[0, 0.5604166666666667, 0.3851851851851852, 0.46458333333333335, 0.4888888888888889]"
arrive2_3.jpg,"[0, 0.6184895833333334, 0.3523148148148148, 0.23385416666666667, 0.43796296296296294]"
arrive2_4.jpg,"[0, 0.31953125, 0.30694444444444446, 0.2828125, 0.5231481481481481]"
arrive2_5.jpg,"[0, 0.6184895833333334, 0.3523148148148148, 0.23385416666666667, 0.43796296296296294]"
arrive2_6.jpg,"[0, 0.6184895833333334, 0.3523148148148148, 0.23385416666666667, 0.43796296296296294]"
arrive2_7.jpg,"[0, 0.6184895833333334, 0.3055555555555556, 0.28489583333333335, 0.524074074074074]"
arrive2_8.jpg,"[0, 0.5565104166666667, 0.41944444444444445, 0.3015625, 0.5518518518518518]"
arrive2_9.jpg,"[0, 0.43125, 0.387037037037037, 0.2791666666666667, 0.5185185185185185]"
arrive2_10.jpg,"[0, 0.76328125, 0.32916666666666666, 0.4734375, 0.5175925925925926]"
arrive2_11.jpg,"[0, 0.6307291666666667, 0.5092592592592593, 0.32395833333333335, 0.5888888888888889]"
arrive2_12.jpg,"[0, 0.6184895833333334, 0.3523148148148148, 0.23385416666666667, 0.43796296296296294]"
arrive2_13.jpg,"[0, 0.5955729166666667, 0.32916666666666666, 0.33177083333333335, 0.6046296296296296]"
arrive2_14.jpg,"[0, 0.3815104166666667, 0.3523148148148148, 0.23385416666666667, 0.43796296296296294]"
arrive2_15.jpg,"[0, 0.6927083333333334, 0.4444444444444444, 0.33541666666666664, 0.6092592592592593]"
arrive2_16.jpg,"[0, 0.41901041666666666, 0.3523148148148148, 0.4505208333333333, 0.475]"
arrive2_17.jpg,"[0, 0.3815104166666667, 0.3523148148148148, 0.23385416666666667, 0.43796296296296294]"
arrive2_18.jpg,"[0, 0.27630208333333334, 0.35509259259259257, 0.5130208333333334, 0.537962962962963]"
arrive2_19.jpg,"[0, 0.3815104166666667, 0.3523148148148148, 0.23385416666666667, 0.43796296296296294]"
arrive3_1.jpg,"[0, 0.6231770833333333, 0.44722222222222224, 0.2359375, 0.4444444444444444]"
arrive3_2.jpg,"[0, 0.9619791666666667, 0.4777777777777778, 0.07604166666666666, 0.42592592592592593]"
arrive3_3.jpg,"[0, 0.6731770833333334, 0.48703703703703705, 0.18385416666666668, 0.37407407407407406]"
arrive3_4.jpg,"[0, 0.3268229166666667, 0.48703703703703705, 0.18385416666666668, 0.37407407407407406]"
arrive3_5.jpg,"[0, 0.3268229166666667, 0.48703703703703705, 0.18385416666666668, 0.37407407407407406]"
arrive3_6.jpg,"[0, 0.240625, 0.4981481481481482, 0.21770833333333334, 0.4203703703703704]"
arrive3_7.jpg,"[0, 0.584375, 0.2523148148148148, 0.2604166666666667, 0.4824074074074074]"
arrive3_8.jpg,"[0, 0.3653645833333333, 0.4587962962962963, 0.2265625, 0.44722222222222224]"
arrive3_9.jpg,"[0, 0.7328125, 0.600462962962963, 0.259375, 0.49537037037037035]"
arrive3_10.jpg,"[0, 0.5997395833333333, 0.44907407407407407, 0.24947916666666667, 0.47962962962962963]"
arrive3_11.jpg,"[0, 0.6122395833333333, 0.3087962962962963, 0.2609375, 0.4842592592592593]"
arrive3_12.jpg,"[0, 0.6731770833333334, 0.48703703703703705, 0.18385416666666668, 0.37407407407407406]"
arrive3_13.jpg,"[0, 0.3268229166666667, 0.48703703703703705, 0.18385416666666668, 0.37407407407407406]"
arrive3_14.jpg,"[0, 0.3268229166666667, 0.48703703703703705, 0.18385416666666668, 0.37407407407407406]"
arrive3_15.jpg,"[0, 0.3268229166666667, 0.48703703703703705, 0.18385416666666668, 0.37407407407407406]"
arrive3_16.jpg,"[0, 0.7434895833333334, 0.5060185185185185, 0.1828125, 0.3712962962962963]"
arrive3_17.jpg,"[0, 0.7247395833333333, 0.5115740740740741, 0.4192708333333333, 0.4564814814814815]"
arrive3_18.jpg,"[0, 0.3893229166666667, 0.4810185185185185, 0.20677083333333332, 0.4101851851851852]"
arrive3_19.jpg,"[0, 0.06145833333333333, 0.5162037037037037, 0.12291666666666666, 0.4398148148148148]"
arrive14_0.jpg,"[0, 0.5588541666666667, 0.5657407407407408, 0.346875, 0.5388888888888889]"
arrive14_1.jpg,"[0, 0.6291666666666667, 0.5953703703703703, 0.328125, 0.4962962962962963]"
arrive14_2.jpg,"[0, 0.37057291666666664, 0.5953703703703703, 0.32760416666666664, 0.4962962962962963]"
arrive14_3.jpg,"[0, 0.63671875, 0.6018518518518519, 0.3734375, 0.6185185185185185]"
arrive14_4.jpg,"[0, 0.6291666666666667, 0.5953703703703703, 0.328125, 0.4962962962962963]"
arrive14_5.jpg,"[0, 0.37057291666666664, 0.5953703703703703, 0.32760416666666664, 0.4962962962962963]"
arrive14_6.jpg,"[0, 0.4434895833333333, 0.6606481481481481, 0.7588541666666667, 0.6620370370370371]"
arrive14_7.jpg,"[0, 0.6291666666666667, 0.5953703703703703, 0.328125, 0.4962962962962963]"
arrive14_8.jpg,"[0, 0.6291666666666667, 0.5953703703703703, 0.328125, 0.4962962962962963]"
arrive14_9.jpg,"[0, 0.51953125, 0.5847222222222223, 0.39114583333333336, 0.6342592592592593]"
arrive14_10.jpg,"[0, 0.37057291666666664, 0.5953703703703703, 0.32760416666666664, 0.4962962962962963]"
arrive14_11.jpg,"[0, 0.5578125, 0.7074074074074074, 0.4395833333333333, 0.5851851851851851]"
arrive14_12.jpg,"[0, 0.37057291666666664, 0.5953703703703703, 0.32760416666666664, 0.4962962962962963]"
arrive14_13.jpg,"[0, 0.6291666666666667, 0.5953703703703703, 0.328125, 0.4962962962962963]"
arrive14_14.jpg,"[0, 0.47265625, 0.7027777777777777, 0.4359375, 0.5944444444444444]"
arrive14_15.jpg,"[0, 0.3796875, 0.537962962962963, 0.35833333333333334, 0.5611111111111111]"
arrive14_16.jpg,"[0, 0.37057291666666664, 0.5953703703703703, 0.32760416666666664, 0.4962962962962963]"
arrive14_17.jpg,"[0, 0.3111979166666667, 0.5513888888888889, 0.6223958333333334, 0.5824074074074074]"
arrive14_18.jpg,"[0, 0.36354166666666665, 0.5226851851851851, 0.4375, 0.7361111111111112]"
arrive14_19.jpg,"[0, 0.3416666666666667, 0.5708333333333333, 0.3375, 0.5305555555555556]"
arrive10_0.jpg,"[0, 0.6369791666666667, 0.4787037037037037, 0.3145833333333333, 0.4648148148148148]"
arrive10_1.jpg,"[0, 0.60234375, 0.5935185185185186, 0.3953125, 0.6407407407407407]"
arrive10_2.jpg,"[0, 0.3098958333333333, 0.46111111111111114, 0.31875, 0.4722222222222222]"
arrive10_3.jpg,"[0, 0.36276041666666664, 0.4787037037037037, 0.3140625, 0.4648148148148148]"
arrive10_4.jpg,"[0, 0.28880208333333335, 0.4935185185185185, 0.32864583333333336, 0.49444444444444446]"
arrive10_5.jpg,"[0, 0.6458333333333334, 0.6310185185185185, 0.41458333333333336, 0.6824074074074075]"
arrive10_6.jpg,"[0, 0.33984375, 0.587037037037037, 0.3734375, 0.5796296296296296]"
arrive10_7.jpg,"[0, 0.4158854166666667, 0.5361111111111111, 0.6286458333333333, 0.5222222222222223]"
arrive10_8.jpg,"[0, 0.36276041666666664, 0.4787037037037037, 0.3140625, 0.4648148148148148]"
arrive10_9.jpg,"[0, 0.6369791666666667, 0.4787037037037037, 0.3145833333333333, 0.4648148148148148]"
arrive10_10.jpg,"[0, 0.6434895833333333, 0.5666666666666667, 0.7130208333333333, 0.6148148148148148]"
arrive10_11.jpg,"[0, 0.36276041666666664, 0.4787037037037037, 0.3140625, 0.4648148148148148]"
arrive10_12.jpg,"[0, 0.26640625, 0.4046296296296296, 0.3380208333333333, 0.5055555555555555]"
arrive10_13.jpg,"[0, 0.36276041666666664, 0.4787037037037037, 0.3140625, 0.4648148148148148]"
arrive10_14.jpg,"[0, 0.36276041666666664, 0.4787037037037037, 0.3140625, 0.4648148148148148]"
arrive10_15.jpg,"[0, 0.7442708333333333, 0.4462962962962963, 0.365625, 0.562962962962963]"
arrive10_16.jpg,"[0, 0.3671875, 0.37083333333333335, 0.328125, 0.5175925925925926]"
arrive10_17.jpg,"[0, 0.6369791666666667, 0.4787037037037037, 0.3145833333333333, 0.4648148148148148]"
arrive10_18.jpg,"[0, 0.6369791666666667, 0.4787037037037037, 0.3145833333333333, 0.4648148148148148]"
arrive10_19.jpg,"[0, 0.4078125, 0.612037037037037, 0.3958333333333333, 0.6259259259259259]"
arrive7_0.jpg,"[0, 0.39739583333333334, 0.6083333333333333, 0.21145833333333333, 0.3907407407407407]"
arrive7_1.jpg,"[0, 0.49375, 0.6023148148148149, 0.25729166666666664, 0.47129629629629627]"
arrive7_2.jpg,"[0, 0.19010416666666666, 0.6662037037037037, 0.3802083333333333, 0.4861111111111111]"
arrive7_3.jpg,"[0, 0.5390625, 0.5884259259259259, 0.24375, 0.44907407407407407]"
arrive7_4.jpg,"[0, 0.4440104166666667, 0.7555555555555555, 0.2869791666666667, 0.4888888888888889]"
arrive7_5.jpg,"[0, 0.44088541666666664, 0.6699074074074074, 0.22447916666666667, 0.41574074074074074]"
arrive7_6.jpg,"[0, 0.29375, 0.7555555555555555, 0.5739583333333333, 0.4888888888888889]"
arrive7_7.jpg,"[0, 0.5591145833333333, 0.6699074074074074, 0.22447916666666667, 0.41574074074074074]"
arrive7_8.jpg,"[0, 0.44088541666666664, 0.6699074074074074, 0.22447916666666667, 0.41574074074074074]"
arrive7_9.jpg,"[0, 0.50546875, 0.7416666666666667, 0.2453125, 0.45185185185185184]"
arrive7_10.jpg,"[0, 0.6260416666666667, 0.6175925925925926, 0.275, 0.4962962962962963]"
arrive7_11.jpg,"[0, 0.275, 0.700462962962963, 0.55, 0.5990740740740741]"
arrive7_12.jpg,"[0, 0.5364583333333334, 0.750462962962963, 0.23333333333333334, 0.4305555555555556]"
arrive7_13.jpg,"[0, 0.5036458333333333, 0.6787037037037037, 0.22083333333333333, 0.4074074074074074]"
arrive7_14.jpg,"[0, 0.8263020833333333, 0.5726851851851852, 0.34739583333333335, 0.5361111111111111]"
arrive7_15.jpg,"[0, 0.5591145833333333, 0.6699074074074074, 0.22447916666666667, 0.41574074074074074]"
arrive7_16.jpg,"[0, 0.44088541666666664, 0.6699074074074074, 0.22447916666666667, 0.41574074074074074]"
arrive7_17.jpg,"[0, 0.5192708333333333, 0.6439814814814815, 0.22916666666666666, 0.4212962962962963]"
arrive7_18.jpg,"[0, 0.48333333333333334, 0.6467592592592593, 0.22708333333333333, 0.41944444444444445]"
arrive7_19.jpg,"[0, 0.44088541666666664, 0.6699074074074074, 0.22447916666666667, 0.41574074074074074]"
arrive6_0.jpg,"[0, 0.5622395833333333, 0.6273148148148148, 0.24947916666666667, 0.41574074074074074]"
arrive6_1.jpg,"[0, 0.6888020833333334, 0.6888888888888889, 0.2786458333333333, 0.45555555555555555]"
arrive6_2.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_3.jpg,"[0, 0.6088541666666667, 0.6023148148148149, 0.28854166666666664, 0.4824074074074074]"
arrive6_4.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_5.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_6.jpg,"[0, 0.6229166666666667, 0.5851851851851851, 0.2520833333333333, 0.40925925925925927]"
arrive6_7.jpg,"[0, 0.86484375, 0.45555555555555555, 0.2703125, 0.5666666666666667]"
arrive6_8.jpg,"[0, 0.3671875, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_9.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_10.jpg,"[0, 0.31536458333333334, 0.6916666666666667, 0.22760416666666666, 0.3648148148148148]"
arrive6_11.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_12.jpg,"[0, 0.3671875, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_13.jpg,"[0, 0.3671875, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_14.jpg,"[0, 0.34739583333333335, 0.725925925925926, 0.28854166666666664, 0.4925925925925926]"
arrive6_15.jpg,"[0, 0.3809895833333333, 0.6601851851851852, 0.2703125, 0.45555555555555555]"
arrive6_16.jpg,"[0, 0.6846354166666667, 0.6319444444444444, 0.28802083333333334, 0.487962962962963]"
arrive6_17.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_18.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive6_19.jpg,"[0, 0.6328125, 0.6402777777777777, 0.228125, 0.36018518518518516]"
arrive11_0.jpg,"[0, 0.4328125, 0.5800925925925926, 0.865625, 0.8194444444444444]"
arrive11_1.jpg,"[0, 0.5166666666666667, 0.6291666666666667, 0.64375, 0.5342592592592592]"
arrive11_2.jpg,"[0, 0.6052083333333333, 0.5944444444444444, 0.32708333333333334, 0.48148148148148145]"
arrive11_3.jpg,"[0, 0.39453125, 0.5944444444444444, 0.3265625, 0.48148148148148145]"
arrive11_4.jpg,"[0, 0.6763020833333333, 0.42453703703703705, 0.4484375, 0.7453703703703703]"
arrive11_5.jpg,"[0, 0.5026041666666666, 0.5884259259259259, 0.44375, 0.7305555555555555]"
arrive11_6.jpg,"[0, 0.8666666666666667, 0.6435185185185185, 0.26666666666666666, 0.7129629629629629]"
arrive11_7.jpg,"[0, 0.33541666666666664, 0.5782407407407407, 0.390625, 0.6342592592592593]"
arrive11_8.jpg,"[0, 0.6052083333333333, 0.5944444444444444, 0.32708333333333334, 0.48148148148148145]"
arrive11_9.jpg,"[0, 0.6052083333333333, 0.5944444444444444, 0.32708333333333334, 0.48148148148148145]"
arrive11_10.jpg,"[0, 0.30546875, 0.6180555555555556, 0.6109375, 0.7583333333333333]"
arrive11_11.jpg,"[0, 0.34479166666666666, 0.6981481481481482, 0.6895833333333333, 0.6037037037037037]"
arrive11_12.jpg,"[0, 0.37265625, 0.5708333333333333, 0.38697916666666665, 0.6527777777777778]"
arrive11_13.jpg,"[0, 0.6052083333333333, 0.5944444444444444, 0.32708333333333334, 0.48148148148148145]"
arrive11_14.jpg,"[0, 0.6052083333333333, 0.5944444444444444, 0.32708333333333334, 0.48148148148148145]"
arrive11_15.jpg,"[0, 0.6609375, 0.5638888888888889, 0.40625, 0.6833333333333333]"
arrive11_16.jpg,"[0, 0.39453125, 0.5944444444444444, 0.3265625, 0.48148148148148145]"
arrive11_17.jpg,"[0, 0.4203125, 0.7162037037037037, 0.3697916666666667, 0.5675925925925925]"
arrive11_18.jpg,"[0, 0.39453125, 0.5944444444444444, 0.3265625, 0.48148148148148145]"
arrive11_19.jpg,"[0, 0.5890625, 0.6402777777777777, 0.4197916666666667, 0.7027777777777777]"
arrive13_0.jpg,"[0, 0.5927083333333333, 0.4060185185185185, 0.446875, 0.7324074074074074]"
arrive13_1.jpg,"[0, 0.39348958333333334, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_2.jpg,"[0, 0.4578125, 0.47962962962962963, 0.48125, 0.7925925925925926]"
arrive13_3.jpg,"[0, 0.5645833333333333, 0.43703703703703706, 0.5520833333333334, 0.8740740740740741]"
arrive13_4.jpg,"[0, 0.3375, 0.5527777777777778, 0.49895833333333334, 0.8240740740740741]"
arrive13_5.jpg,"[0, 0.39348958333333334, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_6.jpg,"[0, 0.6065104166666667, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_7.jpg,"[0, 0.6065104166666667, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_8.jpg,"[0, 0.46536458333333336, 0.5, 0.45677083333333335, 0.7481481481481481]"
arrive13_9.jpg,"[0, 0.6065104166666667, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_10.jpg,"[0, 0.4127604166666667, 0.3912037037037037, 0.4942708333333333, 0.7824074074074074]"
arrive13_11.jpg,"[0, 0.5109375, 0.425462962962963, 0.40520833333333334, 0.625]"
arrive13_12.jpg,"[0, 0.5565104166666667, 0.5143518518518518, 0.8869791666666667, 0.9712962962962963]"
arrive13_13.jpg,"[0, 0.39348958333333334, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_14.jpg,"[0, 0.6205729166666667, 0.611574074074074, 0.48072916666666665, 0.7712962962962963]"
arrive13_15.jpg,"[0, 0.35859375, 0.42407407407407405, 0.5213541666666667, 0.8481481481481481]"
arrive13_16.jpg,"[0, 0.4744791666666667, 0.41203703703703703, 0.534375, 0.8240740740740741]"
arrive13_17.jpg,"[0, 0.6065104166666667, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_18.jpg,"[0, 0.39348958333333334, 0.5074074074074074, 0.4119791666666667, 0.6333333333333333]"
arrive13_19.jpg,"[0, 0.6440104166666667, 0.5893518518518519, 0.4703125, 0.7379629629629629]"
arrive4_0.jpg,"[0, 0.3109375, 0.7166666666666667, 0.3489583333333333, 0.5666666666666667]"
arrive4_1.jpg,"[0, 0.7192708333333333, 0.5583333333333333, 0.4739583333333333, 0.45925925925925926]"
arrive4_2.jpg,"[0, 0.38515625, 0.5935185185185186, 0.2453125, 0.4222222222222222]"
arrive4_3.jpg,"[0, 0.3768229166666667, 0.7356481481481482, 0.33489583333333334, 0.5287037037037037]"
arrive4_4.jpg,"[0, 0.61484375, 0.5935185185185186, 0.2453125, 0.4222222222222222]"
arrive4_5.jpg,"[0, 0.38515625, 0.5935185185185186, 0.2453125, 0.4222222222222222]"
arrive4_6.jpg,"[0, 0.38515625, 0.5935185185185186, 0.2453125, 0.4222222222222222]"
arrive4_7.jpg,"[0, 0.5984375, 0.6208333333333333, 0.31354166666666666, 0.5472222222222223]"
arrive4_8.jpg,"[0, 0.43333333333333335, 0.4976851851851852, 0.278125, 0.4842592592592593]"
arrive4_9.jpg,"[0, 0.3575520833333333, 0.5662037037037037, 0.33697916666666666, 0.5898148148148148]"
arrive4_10.jpg,"[0, 0.38515625, 0.5935185185185186, 0.2453125, 0.4222222222222222]"
arrive4_11.jpg,"[0, 0.5768229166666666, 0.6722222222222223, 0.6359375, 0.6296296296296297]"
arrive4_12.jpg,"[0, 0.61484375, 0.5935185185185186, 0.2453125, 0.4222222222222222]"
arrive4_13.jpg,"[0, 0.36822916666666666, 0.6421296296296296, 0.696875, 0.6898148148148148]"
arrive4_14.jpg,"[0, 0.7135416666666666, 0.4837962962962963, 0.2864583333333333, 0.49722222222222223]"
arrive4_15.jpg,"[0, 0.31692708333333336, 0.6273148148148148, 0.29010416666666666, 0.5083333333333333]"
arrive4_16.jpg,"[0, 0.65625, 0.5523148148148148, 0.3177083333333333, 0.5546296296296296]"
arrive4_17.jpg,"[0, 0.6791666666666667, 0.6342592592592593, 0.265625, 0.46111111111111114]"
arrive4_18.jpg,"[0, 0.45416666666666666, 0.5541666666666667, 0.28125, 0.49166666666666664]"
arrive4_19.jpg,"[0, 0.9286458333333333, 0.612037037037037, 0.14270833333333333, 0.674074074074074]"
arrive5_0.jpg,"[0, 0.31796875, 0.41759259259259257, 0.2359375, 0.42407407407407405]"
arrive5_1.jpg,"[0, 0.4375, 0.39537037037037037, 0.4635416666666667, 0.4685185185185185]"
arrive5_2.jpg,"[0, 0.68203125, 0.41759259259259257, 0.2359375, 0.42407407407407405]"
arrive5_3.jpg,"[0, 0.5106770833333333, 0.44351851851851853, 0.4703125, 0.4759259259259259]"
arrive5_4.jpg,"[0, 0.31796875, 0.41759259259259257, 0.2359375, 0.42407407407407405]"
arrive5_5.jpg,"[0, 0.275, 0.2412037037037037, 0.3333333333333333, 0.4824074074074074]"
arrive5_6.jpg,"[0, 0.33151041666666664, 0.4634259259259259, 0.2328125, 0.41759259259259257]"
arrive5_7.jpg,"[0, 0.68203125, 0.41759259259259257, 0.2359375, 0.42407407407407405]"
arrive5_8.jpg,"[0, 0.6924479166666667, 0.30092592592592593, 0.24635416666666668, 0.44074074074074077]"
arrive5_9.jpg,"[0, 0.7002604166666667, 0.48518518518518516, 0.26197916666666665, 0.4703703703703704]"
arrive5_10.jpg,"[0, 0.6268229166666667, 0.5560185185185185, 0.2703125, 0.4842592592592593]"
arrive5_11.jpg,"[0, 0.68203125, 0.41759259259259257, 0.2359375, 0.42407407407407405]"
arrive5_12.jpg,"[0, 0.41510416666666666, 0.41388888888888886, 0.29583333333333334, 0.5296296296296297]"
arrive5_13.jpg,"[0, 0.5713541666666667, 0.2810185185185185, 0.34479166666666666, 0.562037037037037]"
arrive5_14.jpg,"[0, 0.32369791666666664, 0.4486111111111111, 0.4953125, 0.5009259259259259]"
arrive5_15.jpg,"[0, 0.4075520833333333, 0.4708333333333333, 0.2515625, 0.4527777777777778]"
arrive5_16.jpg,"[0, 0.39010416666666664, 0.6328703703703704, 0.31979166666666664, 0.5712962962962963]"
arrive5_17.jpg,"[0, 0.2671875, 0.4532407407407407, 0.25416666666666665, 0.4564814814814815]"
arrive5_18.jpg,"[0, 0.7369791666666666, 0.28564814814814815, 0.265625, 0.475]"
arrive5_19.jpg,"[0, 0.68203125, 0.41759259259259257, 0.2359375, 0.42407407407407405]"
arrive12_0.jpg,"[0, 0.5299479166666666, 0.6759259259259259, 0.7828125, 0.6481481481481481]"
arrive12_1.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_2.jpg,"[0, 0.32890625, 0.7305555555555555, 0.6578125, 0.5388888888888889]"
arrive12_3.jpg,"[0, 0.31796875, 0.6675925925925926, 0.6359375, 0.5370370370370371]"
arrive12_4.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_5.jpg,"[0, 0.4140625, 0.6652777777777777, 0.40729166666666666, 0.6694444444444444]"
arrive12_6.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_7.jpg,"[0, 0.52734375, 0.5828703703703704, 0.41510416666666666, 0.6768518518518518]"
arrive12_8.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_9.jpg,"[0, 0.4122395833333333, 0.625, 0.4015625, 0.6574074074074074]"
arrive12_10.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_11.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_12.jpg,"[0, 0.4, 0.6092592592592593, 0.3885416666666667, 0.6407407407407407]"
arrive12_13.jpg,"[0, 0.41458333333333336, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_14.jpg,"[0, 0.5190104166666667, 0.7189814814814814, 0.42239583333333336, 0.562037037037037]"
arrive12_15.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_16.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
arrive12_17.jpg,"[0, 0.5854166666666667, 0.6703703703703704, 0.33229166666666665, 0.48148148148148145]"
